trip_id,customer_id,vehicle_id,driver_id,pickup_city,drop_city,distance_to_travel,tourism_type,trip_category,trip_start_date,trip_end_date,trip_status,booking_amount,advance_paid,payment_status
1685,2180,10,2,Hyderabad,Goa,660,Beach,"One Way","2024-03-06 15:00:00","2024-03-07 04:00:00",Cancelled,11465,2463,Partial
1686,2076,11,15,Guntur,"Ramoji Film City",290,Entertainment,"Round Trip","2024-11-20 12:00:00","2024-11-20 17:00:00",Cancelled,12439,4428,Partial
1687,22,7,3,Hyderabad,"Araku Valley",710,Vacation,"Airport Transfer","2025-04-21 08:00:00","2025-04-21 22:00:00",Completed,2862,962,Paid
1688,1903,7,37,Hyderabad,Bangalore,570,Corporate,"Round Trip","2025-08-10 10:00:00","2025-08-10 21:00:00",Cancelled,11601,6587,Partial
1689,301,6,14,Guntur,"Vijayawada Airport",35,Airport,"One Way","2025-12-13 21:00:00","2025-12-13 23:00:00",Completed,62233,41274,Paid
1690,492,14,32,Guntur,Nellore,270,Marriage,"Round Trip","2024-11-14 14:00:00","2024-11-14 19:00:00",Completed,26132,15365,Pending
1691,1939,3,2,Guntur,"Hyderabad Airport",310,Airport,"Airport Transfer","2026-03-04 10:00:00","2026-03-04 16:00:00",Completed,10141,4287,Partial
1692,1522,3,13,Hyderabad,Yadagirigutta,65,Devotional,"Marriage Booking","2025-02-28 10:00:00","2025-02-28 12:00:00",completed,9190,6031,Pending
1693,838,15,10,Guntur,"Chirala Beach",110,Beach,"Corporate Travel","2025-03-23 21:00:00","2025-03-23 23:00:00",completed,12293,3921,Pending
1694,2927,3,7,Vijayawada,Srisailam,290,Devotional,"Marriage Booking","2024-08-17 07:00:00","2024-08-17 12:00:00",Completed,8949,5144,Paid
1695,2302,15,34,Guntur,"Hyderabad Airport",310,Airport,"One Way","2026-01-25 15:00:00","2026-01-25 21:00:00",Completed,17611,4035,Paid
1696,1198,15,7,Guntur,Tirupati,380,Devotional,"Corporate Travel","2024-09-11 03:00:00","2024-09-11 10:00:00",completed,27425,6462,Pending
1697,2815,3,30,Hyderabad,Bangalore,570,Corporate,"Marriage Booking","2026-04-27 06:00:00","2026-04-27 17:00:00",Completed,8232,3842,Pending
1698,2282,14,8,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Round Trip","2025-04-18 01:00:00","2025-04-18 14:00:00",Cancelled,13123,3282,Partial
1699,2183,3,25,Hyderabad,Bangalore,570,Corporate,"Round Trip","2026-01-11 04:00:00","2026-01-11 15:00:00",Completed,14372,3518,Paid
1700,2536,6,9,Hyderabad,Pondicherry,780,Beach,"Corporate Travel","2025-05-08 00:00:00","2025-05-08 15:00:00",Completed,32595,12903,Paid
1701,863,4,17,Guntur,Rajahmundry,170,Marriage,"Package Trip","2024-06-08 17:00:00","2024-06-08 20:00:00",completed,24384,11834,Paid
1702,516,11,25,Vijayawada,Hyderabad,275,Corporate,"Corporate Travel","2025-04-22 13:00:00","2025-04-22 18:00:00",Completed,29821,18153,Paid
1703,1329,14,37,Guntur,"Amaravati Secretariat",40,Corporate,"One Way","2024-02-10 07:00:00","2024-02-10 09:00:00",Cancelled,22571,6349,Pending
1704,2826,8,18,Guntur,Bheemunipatnam,390,Beach,"Corporate Travel","2025-09-17 04:00:00","2025-09-17 11:00:00",Completed,13177,6735,Partial
1705,516,3,35,Vijayawada,Lambasingi,430,Vacation,"One Way","2025-09-11 05:00:00","2025-09-11 13:00:00",Completed,6636,2357,Partial
1706,611,10,35,Hyderabad,Yadagirigutta,65,Devotional,"Round Trip","2024-04-17 17:00:00","2024-04-17 19:00:00",Completed,11110,5414,Pending
1707,2699,12,26,Vijayawada,Srisailam,290,Devotional,"Package Trip","2025-02-11 19:00:00","2025-02-12 00:00:00",Completed,36886,12369,Pending
1708,286,4,40,Guntur,"Hyderabad Airport",310,Airport,"Corporate Travel","2025-11-30 00:00:00","2025-11-30 06:00:00",completed,28032,10276,Partial
1709,94,8,5,Guntur,"Vijayawada Airport",35,Airport,"Corporate Travel","2024-03-17 03:00:00","2024-03-17 05:00:00",Cancelled,11497,7833,Paid
1710,2140,10,31,Vijayawada,Lambasingi,430,Vacation,"Airport Transfer","2025-11-21 18:00:00","2025-11-22 02:00:00",Completed,22556,10793,Partial
1711,476,4,16,Vijayawada,Srisailam,290,Devotional,"Corporate Travel","2024-10-26 19:00:00","2024-10-27 00:00:00",Completed,28981,19348,Partial
1712,2177,3,7,Hyderabad,Bangalore,570,Corporate,"Airport Transfer","2024-10-08 11:00:00","2024-10-08 22:00:00",Completed,5116,2788,Partial
1713,1328,2,21,Hyderabad,Pondicherry,780,Beach,"Airport Transfer","2025-10-19 11:00:00","2025-10-20 02:00:00",Completed,13225,3197,Paid
1714,1149,6,26,Guntur,"Horsley Hills",430,Vacation,"Round Trip","2025-07-31 04:00:00","2025-07-31 12:00:00",completed,49273,14797,Pending
1715,2052,9,30,Guntur,"Horsley Hills",430,Vacation,"Round Trip","2026-01-02 01:00:00","2026-01-02 09:00:00",Completed,10771,4107,Partial
1716,1289,7,24,Guntur,"Vijayawada Airport",35,Airport,"One Way","2026-02-07 07:00:00","2026-02-07 09:00:00",Completed,6451,1594,Paid
1717,2944,12,23,Guntur,"Ramoji Film City",290,Entertainment,"Airport Transfer","2025-04-16 07:00:00","2025-04-16 12:00:00",completed,66590,36717,Pending
1718,1831,13,12,Vijayawada,Hyderabad,275,Corporate,"Marriage Booking","2024-04-30 01:00:00","2024-04-30 06:00:00",Completed,20648,8856,Pending
1719,2116,4,36,Guntur,"Chirala Beach",110,Beach,"Round Trip","2024-03-20 10:00:00","2024-03-20 12:00:00",completed,28032,17782,Pending
1720,1921,12,19,Hyderabad,Goa,660,Beach,"Round Trip","2024-10-05 02:00:00","2024-10-05 15:00:00",Completed,37978,14521,Paid
1721,681,7,9,Hyderabad,"Araku Valley",710,Vacation,"Airport Transfer","2024-09-04 07:00:00","2024-09-04 21:00:00",Completed,11928,5690,Pending
1722,2263,14,1,Guntur,"Hyderabad City Tour",280,Entertainment,"One Way","2024-09-24 14:00:00","2024-09-24 19:00:00",Completed,19199,10314,Paid
1723,1590,12,11,Guntur,"Hyderabad City Tour",280,Entertainment,"One Way","2025-11-20 08:00:00","2025-11-20 13:00:00",completed,33057,14260,Partial
1724,433,9,10,Hyderabad,Goa,660,Beach,"Corporate Travel","2024-12-07 09:00:00","2024-12-07 22:00:00",Cancelled,2916,1074,Pending
1725,869,13,19,Hyderabad,Goa,660,Beach,"Package Trip","2025-05-11 16:00:00","2025-05-12 05:00:00",Completed,27340,8073,Partial
1726,2734,4,33,Guntur,"Vijayawada Airport",35,Airport,"Airport Transfer","2024-09-06 17:00:00","2024-09-06 19:00:00",Completed,13600,4148,Paid
1727,466,12,16,Vijayawada,Kakinada,210,Marriage,"Package Trip","2024-05-10 02:00:00","2024-05-10 06:00:00",Completed,53184,25934,Partial
1728,1362,4,37,Guntur,"Amaravati Secretariat",40,Corporate,"Corporate Travel","2025-09-20 16:00:00","2025-09-20 18:00:00",Cancelled,13804,8899,Partial
1729,1205,15,27,Hyderabad,Yadagirigutta,65,Devotional,"Marriage Booking","2024-12-18 16:00:00","2024-12-18 18:00:00",completed,16818,9696,Pending
1730,2162,15,16,Nellore,Tirumala,140,Devotional,"Round Trip","2024-07-02 21:00:00","2024-07-02 23:00:00",completed,21122,7700,Pending
1731,721,7,30,Hyderabad,Bangalore,570,Corporate,"Round Trip","2026-03-20 21:00:00","2026-03-21 08:00:00",Completed,2572,609,Partial
1732,472,9,29,Ongole,"Chennai Airport",320,Airport,"One Way","2024-05-20 18:00:00","2024-05-21 00:00:00",Cancelled,7091,3655,Pending
1733,330,13,33,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Corporate Travel","2025-09-18 09:00:00","2025-09-18 22:00:00",completed,26839,11411,Partial
1734,2509,6,21,Hyderabad,Yadagirigutta,65,Devotional,"Round Trip","2024-09-30 04:00:00","2024-09-30 06:00:00",Completed,44714,28034,Pending
1735,2307,11,10,Guntur,"Vijayawada Airport",35,Airport,"Marriage Booking","2025-09-04 06:00:00","2025-09-04 08:00:00",Completed,17846,10506,Paid
1736,1894,8,34,Vijayawada,Hyderabad,275,Corporate,"Round Trip","2024-10-19 21:00:00","2024-10-20 02:00:00",Cancelled,13824,5253,Partial
1737,2711,13,5,Guntur,"Vijayawada Airport",35,Airport,"Corporate Travel","2025-06-13 10:00:00","2025-06-13 12:00:00",Completed,29891,12428,Pending
1738,992,11,40,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Marriage Booking","2025-09-30 21:00:00","2025-10-01 10:00:00",completed,22339,14131,Partial
1739,1883,4,29,Guntur,Nellore,270,Marriage,"Round Trip","2026-02-18 17:00:00","2026-02-18 22:00:00",Completed,21801,14099,Pending
1740,2333,13,27,Vijayawada,Hyderabad,275,Corporate,"Marriage Booking","2025-04-21 08:00:00","2025-04-21 13:00:00",Completed,12176,4322,Pending
1741,144,2,6,Hyderabad,Ooty,850,Vacation,"Marriage Booking","2025-08-16 16:00:00","2025-08-17 09:00:00",Completed,29617,19457,Partial
1742,1553,12,26,Vijayawada,Lambasingi,430,Vacation,"Airport Transfer","2024-02-01 04:00:00","2024-02-01 12:00:00",completed,61378,27398,Pending
1743,2805,6,5,Guntur,Nellore,270,Marriage,"Corporate Travel","2025-08-23 12:00:00","2025-08-23 17:00:00",completed,41475,13046,Paid
1744,2399,15,10,Vijayawada,Srisailam,290,Devotional,"Airport Transfer","2025-11-02 10:00:00","2025-11-02 15:00:00",Completed,27195,9155,Pending
1745,325,3,30,Hyderabad,Goa,660,Beach,"Round Trip","2025-08-08 09:00:00","2025-08-08 22:00:00",Completed,5451,3476,Paid
1746,1193,7,27,Guntur,"Amaravati Secretariat",40,Corporate,"Marriage Booking","2026-04-26 05:00:00","2026-04-26 07:00:00",completed,9384,5101,Pending
1747,2559,7,34,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Corporate Travel","2024-09-26 02:00:00","2024-09-26 15:00:00",Completed,6622,1362,Paid
1748,2424,8,9,Guntur,Rajahmundry,170,Marriage,"One Way","2024-06-13 14:00:00","2024-06-13 17:00:00",Completed,5117,2448,Paid
1749,17,2,28,Vijayawada,Visakhapatnam,350,Beach,"Round Trip","2025-10-08 19:00:00","2025-10-09 02:00:00",Completed,19579,6848,Partial
1750,2327,1,30,Vijayawada,Srisailam,290,Devotional,"Marriage Booking","2025-09-15 14:00:00","2025-09-15 19:00:00",Completed,5629,3407,Partial
1751,2335,10,2,Guntur,"Amaravati Secretariat",40,Corporate,"Marriage Booking","2024-08-09 04:00:00","2024-08-09 06:00:00",Completed,26794,18051,Partial
1752,2036,6,29,Hyderabad,Pondicherry,780,Beach,"One Way","2024-11-23 13:00:00","2024-11-24 04:00:00",Completed,54045,13795,Paid
1753,1664,7,35,Vijayawada,Kakinada,210,Marriage,"Corporate Travel","2025-08-01 16:00:00","2025-08-01 20:00:00",completed,6060,1781,Pending
1754,2455,10,29,Vijayawada,Kakinada,210,Marriage,"Corporate Travel","2025-07-19 01:00:00","2025-07-19 05:00:00",Completed,22572,10994,Partial
1755,570,13,20,Vijayawada,Lambasingi,430,Vacation,"Marriage Booking","2025-01-08 23:00:00","2025-01-09 07:00:00",Cancelled,20745,5920,Paid
1756,1906,7,16,Guntur,"Horsley Hills",430,Vacation,"One Way","2024-03-06 09:00:00","2024-03-06 17:00:00",completed,8696,4274,Pending
1757,2958,15,21,Guntur,Nellore,270,Marriage,"Airport Transfer","2025-03-09 15:00:00","2025-03-09 20:00:00",Completed,21235,11621,Paid
1758,805,2,12,Visakhapatnam,Simhachalam,20,Devotional,"One Way","2026-02-14 17:00:00","2026-02-14 19:00:00",Completed,25005,7656,Paid
1759,1323,6,35,Hyderabad,Goa,660,Beach,"Round Trip","2026-04-13 02:00:00","2026-04-13 15:00:00",Completed,42230,12721,Paid
1760,2422,8,36,Vijayawada,Hyderabad,275,Corporate,"One Way","2024-07-10 12:00:00","2024-07-10 17:00:00",Completed,9699,2736,Paid
1761,1404,6,24,Hyderabad,"Araku Valley",710,Vacation,"Marriage Booking","2025-06-22 18:00:00","2025-06-23 08:00:00",Cancelled,47257,18034,Paid
1762,909,13,27,Guntur,Nellore,270,Marriage,"Marriage Booking","2024-07-30 09:00:00","2024-07-30 14:00:00",completed,19837,7534,Paid
1763,1162,11,22,Vijayawada,Srisailam,290,Devotional,"Marriage Booking","2026-01-20 08:00:00","2026-01-20 13:00:00",Completed,24700,11598,Partial
1764,2577,11,29,Nellore,Tirumala,140,Devotional,"Package Trip","2026-04-11 05:00:00","2026-04-11 07:00:00",Completed,28261,18683,Partial
1765,2847,10,26,Hyderabad,Goa,660,Beach,"Corporate Travel","2025-07-12 09:00:00","2025-07-12 22:00:00",Completed,16724,11219,Paid
1766,1252,4,37,Guntur,"Horsley Hills",430,Vacation,"Corporate Travel","2026-02-20 07:00:00","2026-02-20 15:00:00",Cancelled,20618,13260,Pending
1767,1329,2,4,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Airport Transfer","2025-07-31 12:00:00","2025-08-01 01:00:00",Completed,14966,7829,Pending
1768,2717,7,36,Vijayawada,Srisailam,290,Devotional,"Round Trip","2025-03-08 12:00:00","2025-03-08 17:00:00",Completed,8486,4698,Partial
1769,2107,10,1,Guntur,"Ramoji Film City",290,Entertainment,"Marriage Booking","2026-04-03 15:00:00","2026-04-03 20:00:00",Completed,23068,10822,Paid
1770,1529,5,27,Guntur,Rajahmundry,170,Marriage,"Corporate Travel","2025-05-22 18:00:00","2025-05-22 21:00:00",Cancelled,6769,3106,Partial
1771,2825,4,36,Hyderabad,Yadagirigutta,65,Devotional,"Package Trip","2025-05-31 18:00:00","2025-05-31 20:00:00",Completed,23316,13906,Partial
1772,1413,5,7,Guntur,Bheemunipatnam,390,Beach,"Package Trip","2025-12-18 13:00:00","2025-12-18 20:00:00",Completed,3695,2232,Partial
1773,2644,2,32,Guntur,"Ramoji Film City",290,Entertainment,"Airport Transfer","2026-01-20 17:00:00","2026-01-20 22:00:00",Cancelled,17052,4589,Partial
1774,1996,1,15,Guntur,"Chirala Beach",110,Beach,"Package Trip","2024-11-09 23:00:00","2024-11-10 01:00:00",Completed,4475,2194,Pending
1775,173,7,34,Vijayawada,Kakinada,210,Marriage,"One Way","2026-02-23 20:00:00","2026-02-24 00:00:00",Completed,10669,2609,Partial
1776,1712,3,19,Guntur,"Horsley Hills",430,Vacation,"Round Trip","2024-04-16 17:00:00","2024-04-17 01:00:00",completed,11281,7313,Partial
1777,1203,15,23,Vijayawada,Srisailam,290,Devotional,"One Way","2024-02-18 04:00:00","2024-02-18 09:00:00",Completed,10828,5697,Partial
1778,715,8,2,Vijayawada,Kakinada,210,Marriage,"Airport Transfer","2024-01-24 21:00:00","2024-01-25 01:00:00",Completed,9261,2548,Partial
1779,951,15,18,Hyderabad,Goa,660,Beach,"Package Trip","2024-03-31 08:00:00","2024-03-31 21:00:00",completed,26101,10204,Paid
1780,835,2,8,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Package Trip","2024-02-13 14:00:00","2024-02-14 03:00:00",completed,18943,4604,Paid
1781,1601,11,1,Hyderabad,Ooty,850,Vacation,"One Way","2024-05-09 21:00:00","2024-05-10 14:00:00",Completed,18861,5348,Paid
1782,619,11,21,Hyderabad,"Araku Valley",710,Vacation,"Package Trip","2024-04-21 06:00:00","2024-04-21 20:00:00",Completed,17473,10811,Pending
1783,626,8,32,Nellore,Tirumala,140,Devotional,"Airport Transfer","2024-12-01 23:00:00","2024-12-02 01:00:00",Cancelled,13705,7252,Partial
1784,979,1,3,Vijayawada,Srisailam,290,Devotional,"Round Trip","2024-06-05 11:00:00","2024-06-05 16:00:00",Completed,13189,2984,Pending
1785,1450,10,5,Hyderabad,"Araku Valley",710,Vacation,"Airport Transfer","2025-09-27 17:00:00","2025-09-28 07:00:00",Completed,22507,14759,Pending
1786,1883,5,9,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Airport Transfer","2024-09-19 03:00:00","2024-09-19 16:00:00",Cancelled,7200,4861,Pending
1787,1614,8,12,Hyderabad,Goa,660,Beach,"Round Trip","2024-08-05 07:00:00","2024-08-05 20:00:00",completed,2723,866,Partial
1788,1663,1,11,Guntur,"Hyderabad Airport",310,Airport,"Package Trip","2024-03-10 03:00:00","2024-03-10 09:00:00",Completed,6522,2456,Paid
1789,2103,14,27,Visakhapatnam,Simhachalam,20,Devotional,"Corporate Travel","2025-10-21 11:00:00","2025-10-21 13:00:00",Completed,13068,7877,Partial
1790,972,13,31,Guntur,Tirupati,380,Devotional,"Round Trip","2025-01-11 18:00:00","2025-01-12 01:00:00",Completed,22338,4683,Partial
1791,344,6,35,Hyderabad,Goa,660,Beach,"Round Trip","2024-10-31 08:00:00","2024-10-31 21:00:00",Completed,60003,24856,Pending
1792,1783,6,12,Visakhapatnam,Simhachalam,20,Devotional,"Airport Transfer","2025-09-23 04:00:00","2025-09-23 06:00:00",Completed,37052,25319,Paid
1793,2966,11,4,Guntur,"Horsley Hills",430,Vacation,"Airport Transfer","2024-01-31 23:00:00","2024-02-01 07:00:00",Completed,16000,3366,Paid
1794,2064,11,29,Guntur,"Horsley Hills",430,Vacation,"Package Trip","2024-01-20 19:00:00","2024-01-21 03:00:00",completed,10534,4146,Pending
1795,8,15,13,Hyderabad,Bangalore,570,Corporate,"Marriage Booking","2024-07-30 00:00:00","2024-07-30 11:00:00",Completed,12262,5486,Partial
1796,1582,11,36,Guntur,Nellore,270,Marriage,"Package Trip","2024-08-19 21:00:00","2024-08-20 02:00:00",completed,10919,7197,Pending
1797,2398,1,27,Vijayawada,Lambasingi,430,Vacation,"Airport Transfer","2024-04-07 01:00:00","2024-04-07 09:00:00",Completed,8878,4090,Partial
1798,105,15,1,Hyderabad,Bangalore,570,Corporate,"One Way","2025-09-28 16:00:00","2025-09-29 03:00:00",Completed,19334,11980,Partial
1799,1220,7,11,Guntur,"Amaravati Secretariat",40,Corporate,"Round Trip","2024-07-07 12:00:00","2024-07-07 14:00:00",Completed,14625,5302,Pending
1800,398,4,26,Guntur,"Chirala Beach",110,Beach,"Package Trip","2025-08-15 10:00:00","2025-08-15 12:00:00",Completed,10813,2702,Partial
1801,2157,4,35,Hyderabad,Bangalore,570,Corporate,"Marriage Booking","2026-04-15 03:00:00","2026-04-15 14:00:00",Completed,11827,8153,Paid
1802,216,2,8,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Round Trip","2025-05-30 05:00:00","2025-05-30 18:00:00",Completed,11810,2548,Pending
1803,2644,13,4,Guntur,Rajahmundry,170,Marriage,"Marriage Booking","2025-07-16 17:00:00","2025-07-16 20:00:00",Completed,16641,7459,Pending
1804,2333,10,17,Hyderabad,Bangalore,570,Corporate,"Airport Transfer","2025-04-29 00:00:00","2025-04-29 11:00:00",completed,17247,4549,Paid
1805,1736,15,13,Vijayawada,Lambasingi,430,Vacation,"Round Trip","2026-04-29 11:00:00","2026-04-29 19:00:00",completed,24397,9833,Partial
1806,2144,1,19,Vijayawada,Kakinada,210,Marriage,"One Way","2024-10-10 20:00:00","2024-10-11 00:00:00",Completed,9240,5338,Paid
1807,379,9,22,Guntur,"Hyderabad City Tour",280,Entertainment,"One Way","2025-01-13 07:00:00","2025-01-13 12:00:00",Completed,10691,5721,Paid
1808,1728,8,32,Vijayawada,Lambasingi,430,Vacation,"Marriage Booking","2024-01-08 11:00:00","2024-01-08 19:00:00",Cancelled,3456,1453,Paid
1809,476,7,24,Hyderabad,Goa,660,Beach,"Round Trip","2024-03-11 20:00:00","2024-03-12 09:00:00",Completed,8275,1885,Paid
1810,1097,7,23,Hyderabad,Pondicherry,780,Beach,"Airport Transfer","2025-06-02 23:00:00","2025-06-03 14:00:00",Completed,2619,545,Paid
1811,2154,5,40,Hyderabad,Goa,660,Beach,"Airport Transfer","2026-03-22 08:00:00","2026-03-22 21:00:00",Completed,15000,8328,Pending
1812,2403,7,30,Vijayawada,Hyderabad,275,Corporate,"One Way","2026-02-06 14:00:00","2026-02-06 19:00:00",Completed,12536,5447,Partial
1813,1736,2,23,Vijayawada,Kakinada,210,Marriage,"Marriage Booking","2026-02-15 07:00:00","2026-02-15 11:00:00",Completed,29031,14178,Pending
1814,1831,1,11,Vijayawada,Srisailam,290,Devotional,"Round Trip","2025-10-03 22:00:00","2025-10-04 03:00:00",Cancelled,14433,5332,Pending
1815,799,12,13,Guntur,"Chirala Beach",110,Beach,"Round Trip","2024-01-22 08:00:00","2024-01-22 10:00:00",Cancelled,45686,31328,Paid
1816,129,11,19,Ongole,"Chennai Airport",320,Airport,"Package Trip","2025-04-04 17:00:00","2025-04-04 23:00:00",Completed,13460,3411,Partial
1817,1290,11,31,Guntur,"Ramoji Film City",290,Entertainment,"Package Trip","2025-08-17 08:00:00","2025-08-17 13:00:00",completed,13729,3755,Pending
1818,2302,2,11,Hyderabad,Pondicherry,780,Beach,"Marriage Booking","2024-06-11 23:00:00","2024-06-12 14:00:00",Cancelled,22500,4724,Partial
1819,2797,9,36,Guntur,"Ramoji Film City",290,Entertainment,"Round Trip","2025-10-03 04:00:00","2025-10-03 09:00:00",completed,6215,3121,Pending
1820,1123,8,17,Hyderabad,Ooty,850,Vacation,"Airport Transfer","2025-04-10 07:00:00","2025-04-11 00:00:00",completed,12488,2569,Pending
1821,1867,10,9,Guntur,"Chirala Beach",110,Beach,"Round Trip","2025-11-09 18:00:00","2025-11-09 20:00:00",Cancelled,19788,9458,Paid
1822,888,12,2,Guntur,Tirupati,380,Devotional,"Package Trip","2025-02-02 18:00:00","2025-02-03 01:00:00",Completed,53591,28698,Partial
1823,1771,13,3,Hyderabad,Bangalore,570,Corporate,"Airport Transfer","2024-03-09 00:00:00","2024-03-09 11:00:00",completed,19403,9667,Paid
1824,763,5,11,Vijayawada,Lambasingi,430,Vacation,"Corporate Travel","2024-10-10 17:00:00","2024-10-11 01:00:00",Completed,8390,3089,Partial
1825,1380,15,18,Vijayawada,Kakinada,210,Marriage,"Airport Transfer","2025-01-31 19:00:00","2025-01-31 23:00:00",completed,20119,11631,Paid
1826,782,2,17,Guntur,"Amaravati Secretariat",40,Corporate,"One Way","2024-02-16 12:00:00","2024-02-16 14:00:00",Cancelled,17585,10907,Pending
1827,1937,14,11,Vijayawada,Kakinada,210,Marriage,"Package Trip","2025-06-10 17:00:00","2025-06-10 21:00:00",Cancelled,29144,8965,Pending
1828,2738,1,33,Vijayawada,Visakhapatnam,350,Beach,"Corporate Travel","2025-04-20 13:00:00","2025-04-20 20:00:00",Completed,9079,3633,Paid
1829,2463,2,11,Guntur,"Horsley Hills",430,Vacation,"Round Trip","2024-08-25 06:00:00","2024-08-25 14:00:00",Cancelled,28429,12559,Pending
1830,2934,2,25,Visakhapatnam,Simhachalam,20,Devotional,"Round Trip","2024-04-21 15:00:00","2024-04-21 17:00:00",Cancelled,28943,17089,Pending
1831,358,6,10,Vijayawada,Lambasingi,430,Vacation,"Round Trip","2025-10-09 10:00:00","2025-10-09 18:00:00",completed,65314,22488,Pending
1832,2355,9,10,Vijayawada,Kakinada,210,Marriage,"Round Trip","2024-11-03 06:00:00","2024-11-03 10:00:00",Completed,11767,3025,Pending
1833,51,10,26,Hyderabad,"Araku Valley",710,Vacation,"One Way","2025-08-17 22:00:00","2025-08-18 12:00:00",Completed,11996,8128,Partial
1834,631,15,19,Hyderabad,Yadagirigutta,65,Devotional,"Round Trip","2024-09-22 10:00:00","2024-09-22 12:00:00",Completed,22421,12140,Paid
1835,2968,13,7,Hyderabad,Goa,660,Beach,"Marriage Booking","2024-09-01 08:00:00","2024-09-01 21:00:00",Completed,27422,7969,Paid
1836,1515,13,28,Guntur,Nellore,270,Marriage,"Package Trip","2025-03-30 04:00:00","2025-03-30 09:00:00",Cancelled,10475,3492,Pending
1837,2397,9,26,Vijayawada,Visakhapatnam,350,Beach,"Corporate Travel","2024-07-13 17:00:00","2024-07-14 00:00:00",Completed,6027,2737,Partial
1838,1851,11,21,Guntur,"Amaravati Secretariat",40,Corporate,"Package Trip","2025-09-13 07:00:00","2025-09-13 09:00:00",Completed,20938,12230,Pending
1839,2479,2,16,Hyderabad,Ooty,850,Vacation,"Package Trip","2025-08-13 15:00:00","2025-08-14 08:00:00",Completed,10779,3609,Paid
1840,2340,8,21,Guntur,"Hyderabad City Tour",280,Entertainment,"Corporate Travel","2025-01-30 15:00:00","2025-01-30 20:00:00",completed,9201,4113,Paid
1841,1416,7,30,Ongole,"Chennai Airport",320,Airport,"Airport Transfer","2025-10-29 02:00:00","2025-10-29 08:00:00",Completed,7883,3128,Pending
1842,769,9,39,Guntur,"Amaravati Secretariat",40,Corporate,"Round Trip","2026-04-17 20:00:00","2026-04-17 22:00:00",Completed,7578,1887,Pending
1843,1040,5,36,Guntur,"Horsley Hills",430,Vacation,"Marriage Booking","2024-01-01 14:00:00","2024-01-01 22:00:00",Completed,14031,4935,Pending
1844,95,5,15,Guntur,Rajahmundry,170,Marriage,"Corporate Travel","2025-12-03 15:00:00","2025-12-03 18:00:00",completed,5822,1217,Paid
1845,2268,14,22,Guntur,"Ramoji Film City",290,Entertainment,"One Way","2025-06-26 15:00:00","2025-06-26 20:00:00",Cancelled,13532,8190,Partial
1846,2727,2,40,Vijayawada,Hyderabad,275,Corporate,"One Way","2024-10-20 10:00:00","2024-10-20 15:00:00",completed,22379,11265,Partial
1847,1924,2,2,Vijayawada,Visakhapatnam,350,Beach,"One Way","2024-03-28 04:00:00","2024-03-28 11:00:00",Completed,25998,7186,Partial
1848,1221,3,6,Guntur,"Vijayawada Airport",35,Airport,"Round Trip","2026-03-22 23:00:00","2026-03-23 01:00:00",Completed,13234,7325,Paid
1849,1849,5,4,Guntur,"Amaravati Secretariat",40,Corporate,"Round Trip","2024-06-12 16:00:00","2024-06-12 18:00:00",Completed,8955,5441,Partial
1850,2704,15,34,Visakhapatnam,Simhachalam,20,Devotional,"One Way","2025-09-16 04:00:00","2025-09-16 06:00:00",Cancelled,25798,15456,Paid
1851,68,14,6,Hyderabad,Ooty,850,Vacation,"Corporate Travel","2025-12-29 03:00:00","2025-12-29 20:00:00",Completed,24291,7243,Paid
1852,317,4,26,Guntur,"Amaravati Secretariat",40,Corporate,"Airport Transfer","2026-04-21 13:00:00","2026-04-21 15:00:00",completed,22179,11137,Partial
1853,1310,3,37,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Package Trip","2025-10-20 15:00:00","2025-10-21 04:00:00",Completed,10272,2840,Pending
1854,1090,5,20,Hyderabad,Goa,660,Beach,"Corporate Travel","2025-11-29 21:00:00","2025-11-30 10:00:00",completed,12094,7008,Partial
1855,506,13,5,Guntur,"Amaravati Secretariat",40,Corporate,"Corporate Travel","2024-02-15 05:00:00","2024-02-15 07:00:00",Completed,26008,17998,Paid
1856,1321,2,7,Guntur,"Vijayawada Airport",35,Airport,"Package Trip","2024-12-10 17:00:00","2024-12-10 19:00:00",Completed,14873,8202,Pending
1857,1981,5,19,Guntur,"Chirala Beach",110,Beach,"Airport Transfer","2025-05-14 00:00:00","2025-05-14 02:00:00",Completed,10804,3587,Partial
1858,2504,11,10,Hyderabad,Goa,660,Beach,"Airport Transfer","2025-08-20 05:00:00","2025-08-20 18:00:00",Completed,10948,2474,Pending
1859,1005,1,17,Ongole,"Chennai Airport",320,Airport,"Package Trip","2025-02-18 20:00:00","2025-02-19 02:00:00",Completed,11438,6507,Partial
1860,2283,4,22,Guntur,"Horsley Hills",430,Vacation,"Package Trip","2024-11-21 23:00:00","2024-11-22 07:00:00",Completed,18739,10541,Paid
1861,2036,12,1,Guntur,"Amaravati Secretariat",40,Corporate,"Corporate Travel","2025-01-01 07:00:00","2025-01-01 09:00:00",Completed,44474,28559,Pending
